jugador,elo_actual_total,elo_maximo_total,elo_actual_tierra,elo_actual_hierba,elo_actual_dura,elo_maximo_tierra,elo_maximo_hierba,elo_maximo_dura,activo,elo
gaetano di maso,1488.44,1575.73,1490.68,1484.0,1500.0,1575.71,1500.0,1500.0,0,1488.44
vittorio crotta,1500.24,1532.0,1464.7,1499.32,1500.0,1532.0,1524.65,1500.0,0,1500.24
jad ballout,1466.55,1500.0,1482.7,1500.0,1480.95,1500.0,1500.0,1500.0,0,1466.55
jacobo diaz,1458.65,1609.56,1517.06,1484.7,1394.95,1604.83,1500.0,1500.0,0,1458.65
dale ogden,1480.31,1500.0,1500.0,1496.5,1482.69,1500.0,1500.0,1500.0,0,1480.31
alberto laborde,1479.92,1500.0,1479.91,1500.0,1500.0,1500.0,1500.0,1500.0,0,1479.92
frederick sundsten,1484.59,1500.0,1500.0,1500.0,1483.14,1500.0,1500.0,1500.0,0,1484.59
teodoro gurrea,1483.05,1500.0,1483.08,1500.0,1500.0,1500.0,1500.0,1500.0,0,1483.05
matteo berrettini,1804.17,2013.43,1866.64,1747.88,1744.05,1923.24,1835.04,1844.48,1,1804.17
heinz frank,1488.63,1516.77,1485.85,1500.0,1500.0,1515.77,1500.0,1500.0,0,1488.63
sandon stolle,1619.56,1748.98,1497.92,1602.47,1605.47,1527.85,1662.22,1669.13,0,1619.56
p. deuble,1483.79,1500.0,1500.0,1484.22,1500.0,1500.0,1500.0,1500.0,0,1483.79
michael john misa,1473.44,1500.0,1500.0,1500.0,1470.22,1500.0,1500.0,1500.0,0,1473.44
desmond shaw,1501.65,1518.5,1500.0,1501.65,1500.0,1500.0,1518.5,1500.0,0,1501.65
vadim kutsenko,1483.02,1533.97,1478.4,1500.0,1475.21,1503.84,1500.0,1530.59,0,1483.02
victor estrella,1534.24,1534.24,1500.0,1500.0,1535.76,1500.0,1500.0,1535.76,0,1534.24
fritz schunck,1492.71,1516.0,1500.03,1489.43,1500.0,1516.0,1500.0,1500.0,0,1492.71
robert garmany,1500.01,1517.49,1500.92,1500.0,1500.0,1518.57,1500.0,1500.0,0,1500.01
olivier sajous,1482.24,1533.07,1469.99,1500.0,1514.45,1500.0,1500.0,1534.04,0,1482.24
bernard fritz,1558.95,1683.81,1544.39,1502.78,1496.05,1664.65,1519.5,1523.17,0,1558.95
quentin halys,1620.84,1671.42,1573.57,1507.19,1563.33,1581.45,1552.08,1575.79,1,1620.84
keith hancock,1524.76,1576.19,1495.71,1521.25,1500.0,1531.46,1563.53,1500.0,0,1524.76
diego ayala,1482.52,1500.0,1500.0,1500.0,1482.03,1500.0,1500.0,1500.0,0,1482.52
allan burns,1494.75,1500.0,1500.0,1494.06,1500.0,1500.0,1500.0,1500.0,0,1494.75
erik van dillen,1622.17,1829.63,1514.59,1579.85,1571.37,1677.91,1614.59,1638.34,0,1622.17
antso rakotondramanga,1514.62,1534.0,1510.44,1500.0,1507.67,1529.1,1500.0,1513.77,0,1514.62
tom spinks,1481.89,1500.0,1500.0,1482.75,1500.0,1500.0,1500.0,1500.0,0,1481.89
luis lopez,1492.43,1500.0,1493.09,1500.0,1500.0,1500.0,1500.0,1500.0,0,1492.43
guillermo hormazabal,1443.51,1500.0,1463.01,1500.0,1480.09,1500.0,1500.0,1500.0,0,1443.51
noel lennon,1491.92,1500.0,1500.0,1483.77,1500.0,1500.0,1500.0,1500.0,0,1491.92
amable plaza,1442.8,1500.0,1500.0,1500.0,1419.35,1500.0,1500.0,1500.0,0,1442.8
daniel king-turner,1551.24,1551.24,1484.57,1535.0,1529.24,1501.37,1535.0,1534.52,0,1551.24
atlihan binoz,1484.6,1500.0,1484.25,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.6
david dilucia,1480.71,1513.14,1500.0,1480.79,1463.04,1500.0,1521.01,1500.0,0,1480.71
dentry mortimer,1454.72,1500.0,1455.5,1500.0,1500.0,1500.0,1500.0,1500.0,0,1454.72
laurie strong,1482.67,1500.0,1482.64,1500.0,1500.0,1500.0,1500.0,1500.0,0,1482.67
enrique perez-alvarez,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
alvaro raposo de oliveira,1512.03,1512.03,1513.27,1500.0,1500.0,1513.27,1500.0,1500.0,0,1512.03
mike hatfield,1483.79,1500.0,1482.29,1500.0,1500.0,1500.0,1500.0,1500.0,0,1483.79
tim mayotte,1722.96,1972.91,1498.78,1756.14,1659.81,1503.05,1849.75,1859.79,0,1722.96
ignacio buse,1490.92,1515.48,1515.53,1500.0,1474.23,1515.53,1500.0,1500.0,1,1490.92
larry parker,1483.09,1516.0,1500.0,1497.39,1474.29,1500.0,1506.03,1516.0,0,1483.09
pedja krstin,1512.96,1530.61,1517.82,1500.0,1480.71,1536.47,1500.0,1500.0,0,1512.96
efe ustundag,1471.1,1500.33,1500.0,1500.0,1470.18,1500.0,1500.0,1500.0,0,1471.1
ernesto vazquez-barreira,1425.83,1500.0,1418.85,1500.0,1500.0,1500.0,1500.0,1500.0,0,1425.83
james couture,1484.0,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,0,1484.0
david engel,1530.53,1580.89,1497.79,1524.05,1477.3,1521.81,1541.04,1505.77,0,1530.53
harri heliovaara,1446.21,1500.0,1457.96,1500.0,1469.88,1500.0,1500.0,1500.0,0,1446.21
daniel munoz de la nava,1421.85,1540.22,1395.56,1500.0,1502.81,1507.96,1500.0,1537.86,0,1421.85
rob wallace,1484.77,1500.0,1500.0,1485.89,1500.0,1500.0,1500.0,1500.0,0,1484.77
ioannis kabakoglou,1480.73,1515.35,1482.05,1500.0,1500.0,1515.34,1500.0,1500.0,0,1480.73
sean karam,1477.58,1514.03,1484.0,1500.0,1497.23,1500.0,1500.0,1515.18,0,1477.58
jakob hlasek,1717.02,1954.1,1676.67,1592.06,1611.92,1804.78,1627.41,1869.06,0,1717.02
roberto matteoli,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
l. traut,1484.0,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,0,1484.0
dekel valtzer,1480.64,1500.0,1500.0,1480.19,1500.0,1500.0,1500.0,1500.0,0,1480.64
v rudj,1495.3,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,0,1495.3
jonathan eysseric,1458.34,1500.0,1461.62,1500.0,1487.11,1500.0,1500.0,1500.0,0,1458.34
kristian cee,1466.38,1500.0,1500.0,1467.27,1500.0,1500.0,1500.0,1500.0,0,1466.38
andres vysand,1441.6,1514.38,1466.16,1486.77,1427.71,1525.07,1500.0,1500.0,0,1441.6
thomas messmer,1493.86,1500.0,1500.0,1500.0,1490.35,1500.0,1500.0,1500.0,0,1493.86
ference komaromi,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
robin fry,1461.51,1532.0,1462.16,1485.05,1510.46,1500.0,1500.0,1532.0,0,1461.51
jose hernandez,1489.16,1532.32,1474.33,1500.0,1500.53,1542.6,1500.0,1501.55,0,1489.16
unknown zollner,1485.59,1500.0,1485.15,1500.0,1500.0,1500.0,1500.0,1500.0,0,1485.59
dario acosta,1483.31,1500.0,1484.73,1500.0,1500.0,1500.0,1500.0,1500.0,0,1483.31
habib saleh,1483.13,1500.0,1484.26,1500.0,1500.0,1500.0,1500.0,1500.0,0,1483.13
john spiegel,1501.82,1530.84,1500.0,1500.0,1501.24,1500.0,1500.0,1531.37,0,1501.82
john fraser,1525.19,1534.12,1500.0,1522.68,1500.0,1500.0,1534.12,1500.0,0,1525.19
ian bidmeade,1524.47,1540.43,1500.0,1521.26,1500.0,1500.0,1540.75,1500.0,0,1524.47
paul van min,1474.9,1516.0,1470.32,1500.0,1492.57,1516.0,1500.0,1500.0,0,1474.9
diko murdono,1502.08,1516.0,1500.0,1500.0,1497.59,1500.0,1500.0,1516.0,0,1502.08
haruhiko matsunaga,1482.74,1500.0,1482.72,1500.0,1500.0,1500.0,1500.0,1500.0,0,1482.74
vic rollins,1501.12,1531.3,1498.51,1500.0,1500.0,1531.3,1500.0,1500.0,0,1501.12
goran oresic,1485.93,1500.0,1477.59,1500.0,1500.0,1500.0,1500.0,1500.0,0,1485.93
choon ho kim,1469.93,1536.41,1479.08,1493.17,1500.0,1550.68,1500.0,1500.0,0,1469.93
hans nerell,1480.61,1500.0,1474.59,1500.14,1500.74,1500.0,1516.0,1500.74,0,1480.61
florin mergea,1519.51,1530.16,1521.23,1501.06,1489.97,1521.23,1516.0,1500.0,0,1519.51
ashok amritraj,1414.03,1500.0,1408.4,1500.0,1464.47,1500.0,1500.0,1500.0,0,1414.03
fabrizio berliri,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
jimy szymanski,1501.45,1545.73,1525.67,1500.0,1462.99,1525.67,1500.0,1548.29,0,1501.45
larry loeb,1500.02,1515.74,1500.0,1500.0,1498.13,1500.0,1500.0,1516.0,0,1500.02
nicolas kicker,1514.81,1620.78,1501.52,1488.77,1499.35,1600.27,1500.0,1515.66,0,1514.81
luis manuel flores,1502.66,1502.66,1500.0,1500.0,1502.72,1500.0,1500.0,1502.72,0,1502.66
marcin matkowski,1492.0,1530.39,1510.48,1500.0,1484.74,1530.65,1500.0,1500.0,0,1492.0
tomas cakl,1466.46,1544.39,1502.22,1500.0,1449.58,1511.14,1500.0,1524.41,0,1466.46
j j wolf,1608.35,1645.41,1515.94,1510.21,1565.38,1535.41,1518.17,1610.84,0,1608.35
steve zalenski,1481.85,1500.0,1500.0,1483.31,1500.0,1500.0,1500.0,1500.0,0,1481.85
sadri gueche,1467.12,1500.0,1468.46,1500.0,1500.0,1500.0,1500.0,1500.0,0,1467.12
lukas rosol,1574.87,1823.89,1618.92,1469.11,1531.03,1730.58,1574.12,1714.6,0,1574.87
adrian menendez-maceiras,1468.29,1500.0,1458.99,1469.4,1486.77,1500.0,1500.0,1527.84,0,1468.29
roy macdonald,1492.64,1500.0,1500.0,1500.0,1491.84,1500.0,1500.0,1500.0,0,1492.64
trevor fancutt,1462.95,1515.8,1500.0,1460.87,1500.0,1500.0,1515.39,1500.0,0,1462.95
bart wuyts,1575.95,1675.1,1601.03,1477.36,1447.79,1679.38,1500.0,1523.6,0,1575.95
philip bester,1451.78,1500.0,1481.77,1500.0,1462.38,1500.0,1500.0,1505.57,0,1451.78
maxime authom,1474.87,1500.0,1500.0,1500.0,1468.07,1500.0,1500.0,1500.0,0,1474.87
shlomo glickstein,1565.5,1863.34,1649.88,1515.5,1552.89,1775.78,1608.03,1750.91,0,1565.5
michael bassem sobhy,1483.25,1500.0,1500.0,1500.0,1483.28,1500.0,1500.0,1500.0,0,1483.25
kouichi sayama,1488.42,1500.0,1484.65,1500.0,1500.0,1500.0,1500.0,1500.0,0,1488.42
julen uriguen,1485.22,1500.0,1470.12,1500.0,1513.77,1500.0,1500.0,1513.77,0,1485.22
viacheslav bielinskyi,1491.28,1500.0,1500.0,1500.0,1489.43,1500.0,1500.0,1500.0,0,1491.28
kerlin butchee,1487.31,1500.0,1487.68,1500.0,1500.0,1500.0,1500.0,1500.0,0,1487.31
william higgins,1532.94,1549.4,1503.9,1479.12,1465.65,1515.33,1519.96,1505.21,0,1532.94
martin aguirre,1479.98,1500.0,1478.42,1500.0,1500.0,1500.0,1500.0,1500.0,0,1479.98
alexander zalesky,1497.11,1500.0,1496.9,1500.0,1500.0,1500.0,1500.0,1500.0,0,1497.11
adrian forberg skogeng,1484.59,1500.0,1484.66,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.59
johan alven,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
mor bulis,1494.35,1500.0,1500.0,1500.0,1491.73,1500.0,1500.0,1500.0,0,1494.35
alvaro jordan,1629.5,1673.61,1543.5,1500.0,1609.96,1582.0,1500.0,1609.96,0,1629.5
jared donaldson,1619.79,1745.26,1485.08,1473.53,1598.14,1506.07,1507.47,1707.85,0,1619.79
danny sullivan,1537.52,1540.95,1500.0,1500.0,1518.82,1500.0,1500.0,1523.46,0,1537.52
asim shafik,1452.66,1543.05,1526.15,1484.0,1452.53,1545.37,1500.0,1516.45,0,1452.66
tim trigueiro,1492.5,1500.0,1500.0,1491.73,1500.0,1500.0,1500.0,1500.0,0,1492.5
juan manuel elizondo,1532.42,1532.42,1517.21,1500.0,1516.0,1517.21,1500.0,1516.0,0,1532.42
karel demuynck,1500.78,1502.02,1499.99,1500.0,1500.0,1502.03,1500.0,1500.0,0,1500.78
niels desein,1468.65,1500.0,1487.18,1482.03,1488.46,1500.0,1500.0,1500.0,0,1468.65
pablo galdon,1496.68,1500.0,1497.23,1500.0,1500.0,1500.0,1500.0,1500.0,0,1496.68
roger federer,2030.33,2384.93,1932.14,1968.17,2072.67,2148.92,2075.48,2330.0,0,2030.33
caleb chakravarthi,1490.14,1500.0,1500.0,1500.0,1490.29,1500.0,1500.0,1500.0,0,1490.14
c. munoz,1525.94,1577.18,1550.33,1500.0,1465.69,1570.12,1500.0,1500.0,0,1525.94
fadel berthe,1490.34,1533.61,1501.94,1500.0,1482.38,1502.01,1500.0,1529.65,0,1490.34
feliciano lopez,1477.76,1906.47,1489.93,1598.72,1511.64,1771.64,1813.16,1860.33,0,1477.76
jim moore,1500.48,1514.44,1465.4,1513.36,1500.0,1500.0,1534.47,1500.0,0,1500.48
peter johnston,1432.91,1500.0,1510.42,1453.34,1445.61,1515.79,1502.84,1500.0,0,1432.91
clement morel,1497.65,1514.31,1497.56,1500.0,1500.0,1514.21,1500.0,1500.0,0,1497.65
stephen warboys,1501.77,1572.37,1425.74,1495.43,1498.85,1500.0,1559.43,1514.48,0,1501.77
aleksandre bakshi,1484.67,1500.0,1500.0,1500.0,1483.29,1500.0,1500.0,1500.0,0,1484.67
emery neale,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
gustavo kuerten,1535.93,2113.63,1622.96,1535.88,1624.69,2080.89,1549.96,1960.15,0,1535.93
evgeny kirillov,1491.16,1500.0,1500.0,1482.25,1500.0,1500.0,1500.0,1500.0,0,1491.16
william willerson,1484.0,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,0,1484.0
frank hamonet,1485.97,1500.0,1500.0,1484.75,1500.0,1500.0,1500.0,1500.0,0,1485.97
harold mayot,1489.85,1552.66,1488.17,1485.27,1488.8,1502.49,1517.82,1566.82,1,1489.85
mark freedman,1496.66,1500.0,1500.0,1496.19,1500.0,1500.0,1500.0,1500.0,0,1496.66
learner tien,1551.1,1558.7,1500.0,1500.0,1548.16,1500.0,1500.0,1555.61,1,1551.1
eleazar davidman,1515.09,1529.84,1515.36,1500.0,1500.0,1531.33,1500.0,1500.0,0,1515.09
jack brasington,1475.54,1524.3,1497.12,1485.45,1470.31,1518.16,1500.0,1518.87,0,1475.54
dominic pagon,1484.72,1500.0,1500.0,1500.0,1484.72,1500.0,1500.0,1500.0,0,1484.72
brian baker,1530.2,1644.34,1554.95,1523.46,1444.6,1598.16,1547.15,1500.0,0,1530.2
chu huan yi,1471.72,1500.0,1500.0,1500.0,1470.62,1500.0,1500.0,1500.0,0,1471.72
john newcombe,1762.99,2167.95,1679.31,1888.34,1715.77,1947.74,1979.96,2030.33,0,1762.99
karlis ozolins,1497.73,1515.24,1500.0,1500.0,1497.01,1500.0,1500.0,1515.27,0,1497.73
alex rybakov,1491.82,1500.0,1500.0,1500.0,1491.06,1500.0,1500.0,1500.0,0,1491.82
luciano darderi,1611.74,1704.79,1645.08,1477.32,1377.36,1695.69,1501.81,1500.39,1,1611.74
rolf thung,1392.37,1511.79,1375.09,1440.47,1439.14,1500.0,1536.35,1500.0,0,1392.37
carlos schettwein,1485.72,1500.0,1485.35,1500.0,1500.0,1500.0,1500.0,1500.0,0,1485.72
pete sammis,1491.5,1500.0,1500.0,1486.6,1500.0,1500.0,1500.0,1500.0,0,1491.5
kaipo marshall,1453.55,1500.0,1500.0,1500.0,1453.58,1500.0,1500.0,1500.0,0,1453.55
andres hammersley,1487.95,1500.0,1485.44,1500.0,1500.0,1500.74,1500.0,1500.0,0,1487.95
markku autio,1483.82,1500.0,1483.81,1500.0,1500.0,1500.0,1500.0,1500.0,0,1483.82
ricardo mello,1483.69,1702.51,1528.14,1425.64,1459.89,1626.7,1500.0,1660.94,0,1483.69
hao lu,1497.55,1540.71,1531.11,1484.74,1488.68,1531.11,1500.0,1513.43,0,1497.55
christian weis,1489.23,1500.0,1500.0,1500.0,1481.95,1500.0,1500.0,1500.0,0,1489.23
rupert dorey,1450.58,1500.0,1500.0,1441.65,1500.0,1500.0,1500.0,1500.0,0,1450.58
dishan herath,1472.84,1500.0,1468.04,1500.0,1500.0,1500.0,1500.0,1500.0,0,1472.84
norbert mazany,1497.61,1514.99,1499.29,1500.0,1500.0,1516.76,1500.0,1500.0,0,1497.61
denes lukacs,1479.48,1516.0,1465.76,1500.0,1516.0,1500.0,1500.0,1516.0,0,1479.48
alessandro bega,1489.55,1500.0,1500.0,1500.0,1491.35,1500.0,1500.0,1500.0,0,1489.55
lavaughn munroe,1467.98,1500.0,1484.71,1500.0,1482.72,1500.0,1500.0,1500.0,0,1467.98
antonio solana,1509.29,1516.0,1501.7,1500.0,1500.0,1516.0,1500.0,1500.0,0,1509.29
richard moody,1464.47,1500.0,1484.15,1485.35,1484.0,1500.0,1500.0,1500.0,0,1464.47
gregoire burquier,1492.33,1500.0,1500.0,1500.0,1483.86,1500.0,1500.0,1500.0,0,1492.33
peter langsford,1461.17,1500.0,1500.0,1468.28,1475.07,1500.0,1500.0,1500.0,0,1461.17
hans joachim ploetz,1527.35,1656.17,1490.43,1489.71,1495.12,1624.66,1530.58,1536.72,0,1527.35
jo-wilfried tsonga,1604.12,2107.24,1648.95,1705.91,1674.88,1917.73,1797.84,2029.02,0,1604.12
jesse smatt,1468.2,1500.0,1468.16,1500.0,1500.0,1500.0,1500.0,1500.0,0,1468.2
gustavo giussani,1495.57,1539.58,1489.55,1500.0,1500.0,1531.01,1500.0,1500.0,0,1495.57
brandon walsh,1480.43,1500.0,1500.0,1500.0,1470.85,1500.0,1500.0,1500.0,0,1480.43
sekou bangoura,1487.88,1500.0,1500.0,1500.0,1489.34,1500.0,1500.0,1500.0,0,1487.88
felipe parada,1484.77,1500.0,1487.36,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.77
rob wheatley,1479.15,1515.34,1500.0,1481.87,1500.0,1500.0,1515.3,1500.0,0,1479.15
pancho castillo,1453.7,1500.0,1461.26,1484.0,1500.0,1500.0,1500.0,1500.0,0,1453.7
stan shanbron,1485.95,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1485.95
bulent altinkaya,1468.54,1500.0,1468.15,1500.0,1500.0,1500.0,1500.0,1500.0,0,1468.54
alfonso gonzalez,1502.63,1502.63,1485.88,1500.0,1515.26,1500.0,1500.0,1515.26,0,1502.63
roman recarte,1484.33,1515.98,1496.57,1500.0,1482.76,1528.57,1500.0,1500.0,0,1484.33
mehdi jdi,1484.0,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,0,1484.0
mark woodforde,1580.58,1887.99,1563.68,1575.71,1552.79,1663.84,1651.06,1836.05,0,1580.58
shai friedman,1492.94,1500.0,1500.0,1500.0,1483.94,1500.0,1500.0,1500.0,0,1492.94
cyril rudman,1491.95,1500.0,1500.0,1500.0,1476.41,1500.0,1500.0,1500.0,0,1491.95
roberto arguello,1476.08,1715.51,1482.61,1500.0,1461.59,1713.68,1500.0,1500.9,0,1476.08
alexis klegou,1478.79,1500.0,1465.51,1500.0,1511.36,1500.0,1500.0,1528.72,0,1478.79
gabriel auroux,1513.12,1527.59,1510.24,1500.0,1500.0,1527.6,1500.0,1500.0,0,1513.12
robin soderling,2065.87,2108.47,1970.23,1682.02,1993.7,1970.23,1705.51,2035.88,0,2065.87
purav raja,1485.79,1500.0,1500.0,1500.0,1482.47,1500.0,1500.0,1500.0,0,1485.79
luke saville,1465.92,1523.02,1500.0,1484.14,1454.21,1500.0,1520.55,1500.0,0,1465.92
albert teo,1440.41,1500.0,1500.0,1468.0,1469.47,1500.0,1500.0,1500.0,0,1440.41
bob giltinan,1546.19,1745.61,1445.47,1585.73,1405.55,1532.82,1710.88,1500.0,0,1546.19
a. whittaker,1495.13,1500.0,1500.0,1490.95,1500.0,1500.0,1500.0,1500.0,0,1495.13
enrique lopez perez,1494.41,1500.0,1492.53,1500.0,1500.0,1500.0,1500.0,1500.0,0,1494.41
cassio motta,1547.42,1727.43,1507.82,1509.04,1515.25,1676.49,1579.79,1562.77,0,1547.42
han cheol shin,1507.16,1515.48,1500.0,1500.0,1504.75,1500.0,1500.0,1513.61,0,1507.16
gerry waldron,1459.96,1500.0,1500.0,1454.09,1500.0,1500.0,1500.0,1500.0,0,1459.96
abdullah al mahmeed,1488.11,1500.0,1500.0,1500.0,1490.08,1500.0,1500.0,1500.0,0,1488.11
siebe huizinga,1510.54,1516.0,1510.47,1500.0,1500.0,1516.0,1500.0,1500.0,0,1510.54
esam abdulaal,1517.46,1550.66,1500.75,1500.0,1521.44,1500.75,1500.0,1556.62,0,1517.46
go soeda,1529.95,1623.77,1478.4,1434.12,1501.8,1529.72,1500.0,1617.5,0,1529.95
greg parker,1491.63,1500.0,1500.0,1484.61,1500.0,1500.0,1500.0,1500.0,0,1491.63
sergio gutierrez-ferrol,1505.55,1515.44,1510.56,1500.0,1500.0,1518.59,1500.0,1500.0,0,1505.55
victor lopez,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
r. speeny,1482.18,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1482.18
michael kures,1461.19,1549.13,1542.82,1452.6,1416.22,1554.02,1500.0,1543.39,0,1461.19
compton russell,1380.64,1500.0,1484.12,1465.68,1409.17,1500.0,1500.0,1500.0,0,1380.64
peter ehrlich,1483.27,1500.0,1483.96,1500.0,1500.0,1500.0,1500.0,1500.0,0,1483.27
tom okker,1683.65,2143.01,1663.84,1884.01,1661.32,1994.5,1939.81,1965.38,0,1683.65
peter keller,1523.15,1802.2,1544.56,1489.51,1470.17,1781.7,1519.77,1581.8,0,1496.6
todd witsken,1553.54,1762.09,1534.69,1446.4,1589.3,1601.64,1500.0,1739.58,0,1553.54
jacques manset,1508.97,1513.19,1500.0,1500.0,1505.41,1500.0,1500.0,1510.7,0,1508.97
d. tomlinson,1484.0,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,0,1484.0
axel michon,1510.71,1515.05,1506.56,1500.0,1500.0,1515.26,1500.0,1500.0,0,1510.71
howard broun,1472.59,1500.0,1500.0,1469.31,1500.0,1500.0,1500.0,1500.0,0,1472.59
szabolcz baranyi,1605.86,1731.1,1546.14,1590.99,1492.17,1661.99,1597.46,1532.26,0,1605.86
julien cagnina,1484.0,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,0,1484.0
izak van der merwe,1569.62,1597.99,1490.65,1503.6,1547.9,1515.29,1517.41,1594.67,0,1569.62
jim oescher,1476.7,1500.0,1477.01,1500.0,1500.0,1500.0,1500.0,1500.0,0,1476.7
peter keller,1496.6,1500.0,1500.0,1495.25,1500.0,1500.0,1500.0,1500.0,0,1496.6
georges goven,1518.08,1821.04,1483.88,1506.59,1483.92,1757.69,1650.1,1596.1,0,1518.08
peter curtis,1491.46,1619.74,1374.27,1520.96,1506.06,1500.0,1593.81,1536.32,0,1491.46
michiel schapers,1534.94,1753.69,1515.44,1560.98,1505.78,1579.88,1683.5,1679.15,0,1534.94
jimmy casey,1462.51,1500.0,1500.0,1467.15,1500.0,1500.0,1500.0,1500.0,0,1462.51
andrej martin,1505.68,1523.49,1500.0,1500.0,1497.6,1500.0,1500.0,1521.44,0,1505.68
filip krajcik,1479.27,1500.0,1500.0,1500.0,1462.09,1500.0,1500.0,1500.0,0,1479.27
hichem bramly,1469.83,1500.0,1471.59,1500.0,1500.0,1500.0,1500.0,1500.0,0,1469.83
mikael ymer,1658.87,1753.85,1519.2,1512.58,1636.01,1554.58,1527.98,1726.07,0,1658.87
michael vrbensky,1491.54,1500.0,1500.0,1500.0,1491.64,1500.0,1500.0,1500.0,0,1491.54
john lucas,1477.34,1500.0,1491.8,1482.26,1500.0,1500.0,1500.0,1500.0,0,1477.34
stepan koudelka,1473.27,1529.03,1476.88,1490.64,1453.91,1526.55,1519.42,1500.0,0,1473.27
juan antonio marin,1445.16,1668.25,1446.23,1432.43,1431.76,1687.57,1500.0,1503.41,0,1445.16
qualifier qualifier16,1493.06,1500.0,1490.47,1500.0,1500.0,1500.0,1500.0,1500.0,0,1493.06
kenneth reid,1454.56,1500.37,1500.0,1476.55,1463.23,1500.0,1500.18,1500.0,0,1454.56
unknown prezioso,1483.84,1500.0,1483.26,1500.0,1500.0,1500.0,1500.0,1500.0,0,1483.84
stanley ellis,1492.11,1500.0,1500.0,1500.0,1487.07,1500.0,1500.0,1500.0,0,1492.11
denis istomin,1472.67,1797.84,1551.49,1548.97,1459.66,1649.48,1653.17,1744.2,0,1472.67
antonio andrade,1498.85,1515.59,1498.09,1500.0,1500.0,1515.57,1500.0,1500.0,0,1498.85
rob steckley,1472.84,1515.45,1500.49,1500.0,1472.77,1516.0,1500.0,1500.0,0,1472.84
karen khachanov,1822.98,1978.49,1754.34,1652.91,1763.94,1814.6,1673.77,1893.37,1,1822.98
vallis wilder,1516.78,1542.99,1500.0,1531.35,1465.82,1500.0,1545.76,1500.0,0,1516.78
dainis riekstins,1484.11,1500.0,1500.0,1500.0,1483.52,1500.0,1500.0,1500.0,0,1484.11
alexander waske,1523.18,1547.72,1506.67,1433.84,1419.17,1527.22,1512.74,1524.97,0,1523.18
matteo donati,1521.52,1522.68,1520.67,1500.0,1500.0,1523.56,1500.0,1500.0,0,1521.52
sylvestre monnou,1516.0,1516.0,1500.0,1500.0,1516.0,1500.0,1500.0,1516.0,0,1516.0
roger guedes,1458.9,1503.37,1461.65,1497.31,1483.83,1500.0,1500.0,1500.0,0,1458.9
george tittmann,1507.04,1516.0,1500.0,1500.0,1501.99,1500.0,1500.0,1516.0,0,1507.04
tom mercer,1442.83,1500.0,1472.12,1486.9,1465.19,1500.0,1500.0,1500.0,0,1442.83
juan rios,1473.97,1500.0,1490.07,1500.0,1481.95,1500.0,1500.0,1500.0,0,1473.97
ruben fernandez,1488.98,1500.0,1491.82,1500.0,1500.0,1500.0,1500.0,1500.0,0,1488.98
ian fletcher,1545.12,1737.85,1496.97,1630.65,1484.97,1629.61,1685.47,1583.75,0,1545.12
morten ronneberg,1445.77,1500.0,1445.23,1500.0,1500.0,1500.0,1500.0,1500.0,0,1445.77
john reed,1468.0,1500.0,1500.0,1500.0,1468.0,1500.0,1500.0,1500.0,0,1468.0
theo storck,1469.12,1500.0,1500.0,1500.0,1468.51,1500.0,1500.0,1500.0,0,1469.12
allen fox,1595.86,1612.9,1513.34,1500.0,1591.53,1531.3,1500.0,1609.4,0,1595.86
trevor little,1463.16,1500.0,1480.2,1473.59,1500.0,1500.0,1500.0,1500.0,0,1463.16
bobby heald,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
jan hordijk,1544.76,1595.34,1549.63,1463.52,1529.4,1556.89,1537.19,1529.4,0,1544.76
g. marais,1484.0,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,0,1484.0
alfred schwartz,1521.4,1525.4,1500.0,1500.0,1507.99,1500.0,1500.0,1518.15,0,1521.4
b. smit,1484.0,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,0,1484.0
